Year,Title,Instructor,Credits,Actual,Capacity
16SP,Percussion,Secor Gregory,2,1,5
16SP,Percussion,Secor Gregory,3,0,4
16SP,Drumset,Van Lente Michael J.,2,5,12
16SP,Drumset,Van Lente Michael J.,2,0,10
16SP,Drumset,Van Lente Michael J.,3,0,5
16SP,Harp,Waldvogel-Warren Martha,2,2,10
16SP,Harp,Waldvogel-Warren Martha,2,0,5
16SP,Harp,Waldvogel-Warren Martha,3,0,5
16SP,Violin,Craioveanu Mihai D.,2,4,10
16SP,Violin,Craioveanu Mihai D.,2,3,10
16SP,Violin,Craioveanu Mihai D.,3,3,8
16SP,Viola,Corbato Barbara,2,3,10
16SP,Viola,Corbato Barbara,2,0,6
16SP,Viola,Corbato Barbara,3,0,5
16SP,Cello,Eppinga Alicia A.,2,4,12
16SP,Cello,Eppinga Alicia A.,2,1,10
16SP,Cello,Eppinga Alicia A.,3,1,8
16SP,String Bass,Straus Melissa M.,2,2,10
16SP,String Bass,Straus Melissa M.,2,0,5
16SP,String Bass,Straus Melissa M.,3,0,10
16SP,Contemporary & Jazz Bass,Hoats Charles D.,2,1,12
16SP,Contemporary & Jazz Bass,Hoats Charles D.,2,0,10
16SP,Contemporary & Jazz Bass,Hoats Charles D.,3,3,6
16SP,Organ,Lewis Huw R.,2,2,10
16SP,Organ,Lewis Huw R.,2,1,10
16SP,Organ,Lewis Huw R.,3,4,10
16SP,Jazz Organ,Monaco Anthony G.,2,1,12
16SP,Jazz Organ,Monaco Anthony G.,2,0,10
16SP,Jazz Organ,Monaco Anthony G.,3,0,5
16SP,Piano,Le Andrew C.,2,2,20
16SP,Piano,Le Andrew C.,2,0,10
16SP,Piano,Le Andrew C.,3,6,15
16SP,Piano,Aschbrenner Charles,2,3,15
16SP,Piano,Aschbrenner Charles,2,1,10
16SP,Piano,Aschbrenner Charles,3,0,10
16SP,Piano,Kolean Lora L.,2,7,10
16SP,Piano,Kolean Lora L.,2,0,10
16SP,Piano,Kolean Lora L.,3,0,5
16SP,Contemporary & Jazz Piano,Talaga Stephen C.,2,9,10
16SP,Contemporary & Jazz Piano,Talaga Stephen C.,2,1,10
16SP,Contemporary & Jazz Piano,Talaga Stephen C.,3,0,5
16SP,Guitar,Martin David J.,2,26,30
16SP,Guitar,Martin David J.,2,0,5
16SP,Guitar,Martin David J.,3,3,5
16SP,Banjo,Roberts Nathaniel J.,2,8,15
16SP,Banjo,Roberts Nathaniel J.,2,1,10
16SP,Banjo,Roberts Nathaniel J.,3,0,5
16SP,Contemporary & Jazz Guitar,Hyde Michael R.,2,23,30
16SP,Contemporary & Jazz Guitar,Hyde Michael R.,2,0,10
16SP,Contemporary & Jazz Guitar,Hyde Michael R.,3,2,15
16SP,Mandolin,Roberts Nathaniel J.,2,5,15
16SP,Mandolin,Roberts Nathaniel J.,2,0,10
16SP,Mandolin,Roberts Nathaniel J.,3,1,5
16SP,Voice,Kim JungWoo,2,6,20
16SP,Voice,Kim JungWoo,2,4,10
16SP,Voice,Kim JungWoo,3,2,20
16SP,Voice,Dykstra Linda L.,2,7,20
16SP,Voice,Dykstra Linda L.,2,1,10
16SP,Voice,Dykstra Linda L.,3,9,20
16SP,Voice,Richmond Brad W.,2,0,20
16SP,Voice,Richmond Brad W.,2,1,10
16SP,Voice,Richmond Brad W.,3,1,10
16SP,Voice,Pilon Sherri L.,2,7,20
16SP,Voice,Pilon Sherri L.,2,0,10
16SP,Voice,Pilon Sherri L.,3,1,20
16SP,Contemporary & Jazz Voice,Hyde Edith E.,2,8,9
16SP,Contemporary & Jazz Voice,Hyde Edith E.,2,0,10
16SP,Contemporary & Jazz Voice,Hyde Edith E.,3,1,5
16SP,Classical Guitar Class Begin,Martin David J.,2,4,14
16SP,Folk Style Guitar Methods,Martin David J.,2,2,14
16SP,Applied Composition,Talaga Stephen C.,2,3,12
16SP,Applied Composition,Talaga Stephen C.,3,1,12
16SP,Songwriting Composition,Roberts Nathaniel J.,2,1,12
16SP,Songwriting Composition,Roberts Nathaniel J.,3,3,12
16SP,Applied Computer Music,Elliot Drew I.,2,2,12
16SP,Applied Computer Music,Elliot Drew I.,3,5,12
16SP,Applied Computer Music,Munch Jean-Yves,  2/3,2,5
16SP,Piano Class Beginning,Kolean Lora L.,2,14,14
16SP,Piano Class Beginning,Kolean Lora L.,2,14,14
16SP,Piano Class Beginning,Kolean Lora L.,2,13,14
16SP,Piano Class Beginning,Kolean Lora L.,2,15,14
16SP,Voice Class Beginning,Pilon Sherri L.,2,11,12
16SP,Voice Class Intermediate,Pilon Sherri L.,2,4,12
16SP,Keyboard Skills IB,Strouf Linda K.,1,5,12
16SP,Keyboard Skills IB,Strouf Linda K.,1,7,12
16SP,Eurhythmics II,Aschbrenner Charles,.5,9,15
16SP,Theory IV,Hodson Robert D.,4,18,20
16SP,Aural Skills IV,Wolfe Jennifer A.,1,11,20
16SP,Keyboard Skills,Strouf Linda K.,1,5,12
16SP,Counterpoint,Lewis Huw R.,3,3,10
16SP,Music Literature Before 1700,Randel Julia,4,9,24
16SP,Piano Literature II,Le Andrew C.,1,2,5
16SP,String Methods I,Craioveanu Mihai D.,1,7,10
16SP,Organ Pedagogy,Lewis Huw R.,2,1,10
16SP,Diction for Singers I,Dykstra Linda L.,1,7,10
16SP,Voice Pedagogy,Staff,2,0,0
16SP,Advanced Choral Conducting,Richmond Brad W.,2,2,12
16SP,Adv Instrumental Conducting,Staff,2,0,0
16SP,Jazz Theory & Improvisation II,Talaga Stephen C.,3,1,10
16SP,Jazz Comp & Arranging II,Talaga Stephen C.,3,1,10
16SP,Recording Arts & Techniques I,Elliot Drew I.,2,9,10
16SP,Secondary Choral Methods,Hornbach Christina M.,4,1,10
16SP,Studies in Music History,Randel Julia,2,3,10
16SP,Recording Arts & Techniques II,Elliot Drew I.,4,7,10
16SP,Keyboard Skills II: Piano,Strouf Linda K.,1,2,10
16SP,Keyboard Skills II: Organ,Lewis Huw R.,1,1,10
16SP,Ind Study: Advanced Recording,Munch Jean-Yves,  1-4,0,10
16SP,Independent Study,Elliot Drew I.,4,2,10
16SP,Independent Study,Richmond Brad W.,  1-4,2,10
16SP,Schenkerian Analysis,Staff,2,0,0
16SP,Music Internship,Elliot Drew I.,  1-4,0,5
